timestamp,district,season,hour,temperature_c,humidity_percent,rainfall_mm,solar_irradiance_wm2,wind_speed_ms,pressure_hpa,soil_moisture_percent,crop_stage,irrigation_demand_level,electricity_consumption_kwh,water_consumption_m3,gas_consumption_m3,renewable_energy_kwh,weather_condition,heat_index_c,smart_irrigation_action,outdoor_advice,farmer_field_advice,electricity_cost_tk,water_cost_tk,gas_cost_tk,hourly_cost_tk,currency_symbol
2026-05-02 06:00:00,Rangpur,Pre-Monsoon,6,30.51,65,0,0,4,1010.4,36,Flowering,4,3.16,1.67,0.99,1,Clear,35.71,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.86,4.18,3.17,34.21,৳
2026-05-02 07:00:00,Rangpur,Pre-Monsoon,7,31.8,64,0,197,4,1010.4,36,Flowering,4,3.37,1.67,0.94,4,Clear,36.92,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.64,4.18,3.01,35.83,৳
2026-05-02 08:00:00,Rangpur,Pre-Monsoon,8,33.09,63,0,380,3,1010.4,35,Flowering,4,3.54,1.67,0.88,8,Clear,38.13,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,2.82,37.09,৳
2026-05-02 09:00:00,Rangpur,Pre-Monsoon,9,34.3,62,0,537,3,1010.4,33,Flowering,4,3.98,1.67,0.82,11,Sunny,39.26,Water ON,Safe to Go Outside,Go to Field for Irrigation,33.83,4.18,2.62,40.63,৳
2026-05-02 10:00:00,Rangpur,Pre-Monsoon,10,35.33,61,0,658,3,1010.4,32,Flowering,5,5.46,1.95,0.88,13,Sunny,40.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,46.41,4.88,2.82,54.11,৳
2026-05-02 11:00:00,Rangpur,Pre-Monsoon,11,36.13,61,0,734,4,1010.4,31,Flowering,5,5.72,1.95,0.94,15,Sunny,41.01,Water ON,Go Outside With Caution,Go to Field for Irrigation,48.62,4.88,3.01,56.51,৳
2026-05-02 12:00:00,Rangpur,Pre-Monsoon,12,36.63,60,0,760,4,1010.4,30,Flowering,5,5.87,1.95,0.99,15,Sunny,41.43,Water ON,Go Outside With Caution,Go to Field for Irrigation,49.9,4.88,3.17,57.95,৳
2026-05-02 13:00:00,Rangpur,Pre-Monsoon,13,36.8,60,0,734,5,1010.4,30,Flowering,5,5.88,1.95,1.03,15,Sunny,41.6,Water ON,Go Outside With Caution,Go to Field for Irrigation,49.98,4.88,3.3,58.16,৳
2026-05-02 14:00:00,Rangpur,Pre-Monsoon,14,36.63,60,0,658,5,1010.4,30,Flowering,5,5.76,1.95,1.05,13,Sunny,41.43,Water ON,Go Outside With Caution,Go to Field for Irrigation,48.96,4.88,3.36,57.2,৳
2026-05-02 15:00:00,Rangpur,Pre-Monsoon,15,36.13,61,0,537,5,1010.4,31,Flowering,5,5.52,1.95,1.06,11,Sunny,41.01,Water ON,Go Outside With Caution,Go to Field for Irrigation,46.92,4.88,3.39,55.19,৳
2026-05-02 16:00:00,Rangpur,Pre-Monsoon,16,35.33,61,0,380,5,1010.4,32,Flowering,5,5.18,1.95,1.05,8,Clear,40.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,44.03,4.88,3.36,52.27,৳
2026-05-02 17:00:00,Rangpur,Pre-Monsoon,17,34.3,62,0,197,5,1010.4,33,Flowering,4,3.64,1.67,1.03,4,Clear,39.26,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.94,4.18,3.3,38.42,৳
2026-05-02 18:00:00,Rangpur,Pre-Monsoon,18,33.09,77,9,0,6,1002.3,51,Flowering,0,2.68,0.55,0.99,1,Heavy Rain,39.25,Water OFF,Do Not Go Outside,Delay Field Visit,22.78,1.38,3.17,27.33,৳
2026-05-02 19:00:00,Rangpur,Pre-Monsoon,19,31.8,75,7,0,5,1004.1,49,Flowering,1,2.65,0.83,0.94,1,Light Rain,37.8,Water OFF,Go Outside With Caution,Routine Check Optional,22.52,2.07,3.01,27.6,৳
2026-05-02 20:00:00,Rangpur,Pre-Monsoon,20,30.51,73,5,0,4,1005.9,45,Flowering,2,2.62,1.11,0.88,1,Light Rain,36.35,Water OFF,Go Outside With Caution,Routine Check Optional,22.27,2.78,2.82,27.87,৳
2026-05-02 21:00:00,Rangpur,Pre-Monsoon,21,29.3,70,3,0,3,1007.7,41,Flowering,2,2.77,1.11,0.82,0,Light Rain,34.9,Water OFF,Go Outside With Caution,Routine Check Optional,23.54,2.78,2.62,28.94,৳
2026-05-02 22:00:00,Rangpur,Pre-Monsoon,22,28.26,66,0,0,3,1010.4,36,Flowering,4,3.16,1.67,0.88,0,Clear,33.54,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.86,4.18,2.82,33.86,৳
2026-05-02 23:00:00,Rangpur,Pre-Monsoon,23,27.47,67,0,0,4,1010.4,36,Flowering,4,3.28,1.67,0.94,1,Clear,32.83,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.88,4.18,3.01,35.07,৳
2026-05-03 00:00:00,Dhaka,Pre-Monsoon,0,27.59,67,0,0,4,1010.14,36,Flowering,4,3.38,1.67,0.99,1,Clear,32.95,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.17,36.08,৳
2026-05-03 01:00:00,Dhaka,Pre-Monsoon,1,27.42,67,0,0,5,1010.14,36,Flowering,4,3.44,1.67,1.03,1,Clear,32.78,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.24,4.18,3.3,36.72,৳
2026-05-03 02:00:00,Dhaka,Pre-Monsoon,2,27.59,67,0,0,5,1010.14,36,Flowering,4,3.46,1.67,1.05,1,Clear,32.95,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.41,4.18,3.36,36.95,৳
2026-05-03 03:00:00,Dhaka,Pre-Monsoon,3,28.09,66,0,0,5,1010.14,36,Flowering,4,3.44,1.67,1.06,1,Clear,33.37,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.24,4.18,3.39,36.81,৳
2026-05-03 04:00:00,Dhaka,Pre-Monsoon,4,28.88,66,0,0,5,1010.14,36,Flowering,4,3.38,1.67,1.05,1,Clear,34.16,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.36,36.27,৳
2026-05-03 05:00:00,Dhaka,Pre-Monsoon,5,29.92,65,0,0,5,1010.14,36,Flowering,4,3.28,1.67,1.03,1,Clear,35.12,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.88,4.18,3.3,35.36,৳
2026-05-03 06:00:00,Dhaka,Pre-Monsoon,6,31.12,64,0,0,4,1010.14,36,Flowering,4,3.16,1.67,0.99,1,Clear,36.24,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.86,4.18,3.17,34.21,৳
2026-05-03 07:00:00,Dhaka,Pre-Monsoon,7,32.42,63,0,197,4,1010.14,35,Flowering,4,3.37,1.67,0.94,4,Clear,37.46,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.64,4.18,3.01,35.83,৳
2026-05-03 08:00:00,Dhaka,Pre-Monsoon,8,33.71,62,0,380,3,1010.14,34,Flowering,4,3.54,1.67,0.88,8,Clear,38.67,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,2.82,37.09,৳
2026-05-03 09:00:00,Dhaka,Pre-Monsoon,9,34.92,62,0,537,3,1010.14,32,Flowering,4,4.98,1.67,0.82,11,Sunny,39.88,Water ON,Safe to Go Outside,Go to Field for Irrigation,42.33,4.18,2.62,49.13,৳
2026-05-03 10:00:00,Dhaka,Pre-Monsoon,10,35.95,61,0,658,3,1010.14,31,Flowering,5,5.46,1.95,0.88,13,Sunny,40.83,Water ON,Safe to Go Outside,Go to Field for Irrigation,46.41,4.88,2.82,54.11,৳
2026-05-03 11:00:00,Dhaka,Pre-Monsoon,11,36.75,60,0,734,4,1010.14,30,Flowering,5,5.72,1.95,0.94,15,Sunny,41.55,Water ON,Go Outside With Caution,Go to Field for Irrigation,48.62,4.88,3.01,56.51,৳
2026-05-03 12:00:00,Dhaka,Pre-Monsoon,12,37.25,60,0,760,4,1010.14,30,Flowering,5,5.87,1.95,0.99,15,Sunny,42.05,Water ON,Go Outside With Caution,Go to Field for Irrigation,49.9,4.88,3.17,57.95,৳
2026-05-03 13:00:00,Dhaka,Pre-Monsoon,13,37.42,71,7,392,6,1003.84,42,Flowering,2,4.9,1.11,1.03,8,Light Rain,43.1,Water OFF,Go Outside With Caution,Routine Check Optional,41.65,2.78,3.3,47.73,৳
2026-05-03 14:00:00,Dhaka,Pre-Monsoon,14,37.25,74,9,263,6,1002.04,46,Flowering,1,4.57,0.83,1.05,6,Heavy Rain,43.17,Water OFF,Do Not Go Outside,Delay Field Visit,38.84,2.07,3.36,44.27,৳
2026-05-03 15:00:00,Dhaka,Pre-Monsoon,15,36.75,76,10,179,7,1001.14,48,Flowering,1,4.4,0.83,1.06,4,Heavy Rain,42.83,Water OFF,Do Not Go Outside,Delay Field Visit,37.4,2.07,3.39,42.86,৳
2026-05-03 16:00:00,Dhaka,Pre-Monsoon,16,35.95,77,10,127,7,1001.14,49,Flowering,1,4.25,0.83,1.05,3,Heavy Rain,42.11,Water OFF,Do Not Go Outside,Delay Field Visit,36.12,2.07,3.36,41.55,৳
2026-05-03 17:00:00,Dhaka,Pre-Monsoon,17,34.92,62,0,197,5,1010.14,32,Flowering,4,4.64,1.67,1.03,4,Clear,39.88,Water ON,Safe to Go Outside,Go to Field for Irrigation,39.44,4.18,3.3,46.92,৳
2026-05-03 18:00:00,Dhaka,Pre-Monsoon,18,33.71,62,0,0,4,1010.14,34,Flowering,4,3.16,1.67,0.99,1,Clear,38.67,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.86,4.18,3.17,34.21,৳
2026-05-03 19:00:00,Dhaka,Pre-Monsoon,19,32.42,63,0,0,4,1010.14,35,Flowering,4,3.01,1.67,0.94,1,Clear,37.46,Water ON,Safe to Go Outside,Go to Field for Irrigation,25.58,4.18,3.01,32.77,৳
2026-05-03 20:00:00,Dhaka,Pre-Monsoon,20,31.12,64,0,0,3,1010.14,36,Flowering,4,2.86,1.67,0.88,0,Clear,36.24,Water ON,Safe to Go Outside,Go to Field for Irrigation,24.31,4.18,2.82,31.31,৳
2026-05-03 21:00:00,Dhaka,Pre-Monsoon,21,29.92,65,0,0,3,1010.14,36,Flowering,4,3.01,1.67,0.82,0,Clear,35.12,Water ON,Safe to Go Outside,Go to Field for Irrigation,25.58,4.18,2.62,32.38,৳
2026-05-03 22:00:00,Dhaka,Pre-Monsoon,22,28.88,66,0,0,3,1010.14,36,Flowering,4,3.16,1.67,0.88,0,Clear,34.16,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.86,4.18,2.82,33.86,৳
2026-05-03 23:00:00,Dhaka,Pre-Monsoon,23,28.09,66,0,0,4,1010.14,36,Flowering,4,3.28,1.67,0.94,1,Clear,33.37,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.88,4.18,3.01,35.07,৳
2026-05-04 00:00:00,Mymensingh,Pre-Monsoon,0,27.59,67,0,0,4,1009.86,36,Flowering,4,3.48,1.67,0.99,1,Clear,32.95,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.58,4.18,3.17,36.93,৳
2026-05-04 01:00:00,Mymensingh,Pre-Monsoon,1,27.42,67,0,0,5,1009.86,36,Flowering,4,3.54,1.67,1.03,1,Clear,32.78,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,3.3,37.57,৳
2026-05-04 02:00:00,Mymensingh,Pre-Monsoon,2,27.59,67,0,0,5,1009.86,36,Flowering,4,3.56,1.67,1.05,1,Clear,32.95,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.26,4.18,3.36,37.8,৳
2026-05-04 03:00:00,Mymensingh,Pre-Monsoon,3,28.09,66,0,0,5,1009.86,36,Flowering,4,3.54,1.67,1.06,1,Clear,33.37,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,3.39,37.66,৳
2026-05-04 04:00:00,Mymensingh,Pre-Monsoon,4,28.88,66,0,0,5,1009.86,36,Flowering,4,3.48,1.67,1.05,1,Clear,34.16,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.58,4.18,3.36,37.12,৳
2026-05-04 05:00:00,Mymensingh,Pre-Monsoon,5,29.92,65,0,0,5,1009.86,36,Flowering,4,3.38,1.67,1.03,1,Clear,35.12,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.3,36.21,৳
2026-05-04 06:00:00,Mymensingh,Pre-Monsoon,6,31.12,64,0,0,4,1009.86,36,Flowering,4,3.26,1.67,0.99,1,Clear,36.24,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.71,4.18,3.17,35.06,৳
2026-05-04 07:00:00,Mymensingh,Pre-Monsoon,7,32.42,63,0,197,4,1009.86,35,Flowering,4,3.47,1.67,0.94,4,Clear,37.46,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.5,4.18,3.01,36.69,৳
2026-05-04 08:00:00,Mymensingh,Pre-Monsoon,8,33.71,70,5,253,4,1005.36,43,Flowering,2,3.17,1.11,0.88,5,Light Rain,39.31,Water OFF,Go Outside With Caution,Routine Check Optional,26.94,2.78,2.82,32.54,৳
2026-05-04 09:00:00,Mymensingh,Pre-Monsoon,9,34.92,66,3,430,3,1007.16,37,Flowering,3,4.76,1.39,0.82,9,Light Rain,40.2,Water OFF,Go Outside With Caution,Routine Check Optional,40.46,3.47,2.62,46.55,৳
2026-05-04 10:00:00,Mymensingh,Pre-Monsoon,10,35.95,62,1,614,4,1008.96,33,Flowering,5,5.48,1.95,0.88,12,Light Rain,40.91,Water OFF,Go Outside With Caution,Routine Check Optional,46.58,4.88,2.82,54.28,৳
2026-05-04 11:00:00,Mymensingh,Pre-Monsoon,11,36.75,65,3,587,4,1007.16,35,Flowering,4,5.44,1.67,0.94,12,Light Rain,41.95,Water OFF,Go Outside With Caution,Routine Check Optional,46.24,4.18,3.01,53.43,৳
2026-05-04 12:00:00,Mymensingh,Pre-Monsoon,12,37.25,60,0,760,4,1009.86,30,Flowering,5,5.96,1.95,0.99,15,Sunny,42.05,Water ON,Go Outside With Caution,Go to Field for Irrigation,50.66,4.88,3.17,58.71,৳
2026-05-04 13:00:00,Mymensingh,Pre-Monsoon,13,37.42,60,0,734,5,1009.86,29,Flowering,5,5.98,1.95,1.03,15,Sunny,42.22,Water ON,Go Outside With Caution,Go to Field for Irrigation,50.83,4.88,3.3,59.01,৳
2026-05-04 14:00:00,Mymensingh,Pre-Monsoon,14,37.25,60,0,658,5,1009.86,30,Flowering,5,5.86,1.95,1.05,13,Sunny,42.05,Water ON,Go Outside With Caution,Go to Field for Irrigation,49.81,4.88,3.36,58.05,৳
2026-05-04 15:00:00,Mymensingh,Pre-Monsoon,15,36.75,60,0,537,5,1009.86,30,Flowering,5,5.62,1.95,1.06,11,Sunny,41.55,Water ON,Go Outside With Caution,Go to Field for Irrigation,47.77,4.88,3.39,56.04,৳
2026-05-04 16:00:00,Mymensingh,Pre-Monsoon,16,35.95,61,0,380,5,1009.86,31,Flowering,5,5.28,1.95,1.05,8,Clear,40.83,Water ON,Safe to Go Outside,Go to Field for Irrigation,44.88,4.88,3.36,53.12,৳
2026-05-04 17:00:00,Mymensingh,Pre-Monsoon,17,34.92,62,0,197,5,1009.86,32,Flowering,4,4.73,1.67,1.03,4,Clear,39.88,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.21,4.18,3.3,47.69,৳
2026-05-04 18:00:00,Mymensingh,Pre-Monsoon,18,33.71,62,0,0,4,1009.86,34,Flowering,4,3.26,1.67,0.99,1,Clear,38.67,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.71,4.18,3.17,35.06,৳
2026-05-04 19:00:00,Mymensingh,Pre-Monsoon,19,32.42,63,0,0,4,1009.86,35,Flowering,4,3.11,1.67,0.94,1,Clear,37.46,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.44,4.18,3.01,33.63,৳
2026-05-04 20:00:00,Mymensingh,Pre-Monsoon,20,31.12,64,0,0,3,1009.86,36,Flowering,4,2.96,1.67,0.88,0,Clear,36.24,Water ON,Safe to Go Outside,Go to Field for Irrigation,25.16,4.18,2.82,32.16,৳
2026-05-04 21:00:00,Mymensingh,Pre-Monsoon,21,29.92,65,0,0,3,1009.86,36,Flowering,4,3.11,1.67,0.82,0,Clear,35.12,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.44,4.18,2.62,33.24,৳
2026-05-04 22:00:00,Mymensingh,Pre-Monsoon,22,28.88,66,0,0,3,1009.86,36,Flowering,4,3.26,1.67,0.88,0,Clear,34.16,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.71,4.18,2.82,34.71,৳
2026-05-04 23:00:00,Mymensingh,Pre-Monsoon,23,28.09,66,0,0,4,1009.86,36,Flowering,4,3.38,1.67,0.94,1,Clear,33.37,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.01,35.92,৳
2026-05-05 00:00:00,Rajshahi,Pre-Monsoon,0,26.97,67,0,0,4,1009.6,36,Flowering,4,3.44,1.67,0.99,1,Clear,32.33,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.24,4.18,3.17,36.59,৳
2026-05-05 01:00:00,Rajshahi,Pre-Monsoon,1,26.8,67,0,0,5,1009.6,36,Flowering,4,3.5,1.67,1.03,1,Clear,32.16,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.75,4.18,3.3,37.23,৳
2026-05-05 02:00:00,Rajshahi,Pre-Monsoon,2,26.97,67,0,0,5,1009.6,36,Flowering,4,3.52,1.67,1.05,1,Clear,32.33,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.92,4.18,3.36,37.46,৳
2026-05-05 03:00:00,Rajshahi,Pre-Monsoon,3,27.47,83,10,0,7,1000.6,54,Flowering,0,3.02,0.55,1.06,1,Heavy Rain,34.11,Water OFF,Do Not Go Outside,Delay Field Visit,25.67,1.38,3.39,30.44,৳
2026-05-05 04:00:00,Rajshahi,Pre-Monsoon,4,28.26,82,10,0,7,1000.6,54,Flowering,0,2.96,0.55,1.05,1,Heavy Rain,34.82,Water OFF,Do Not Go Outside,Delay Field Visit,25.16,1.38,3.36,29.9,৳
2026-05-05 05:00:00,Rajshahi,Pre-Monsoon,5,29.3,81,10,0,6,1000.6,54,Flowering,0,2.86,0.55,1.03,1,Heavy Rain,35.78,Water OFF,Do Not Go Outside,Delay Field Visit,24.31,1.38,3.3,28.99,৳
2026-05-05 06:00:00,Rajshahi,Pre-Monsoon,6,30.51,79,9,0,6,1001.5,52,Flowering,0,2.74,0.55,0.99,1,Heavy Rain,36.83,Water OFF,Do Not Go Outside,Delay Field Visit,23.29,1.38,3.17,27.84,৳
2026-05-05 07:00:00,Rajshahi,Pre-Monsoon,7,31.8,64,0,197,4,1009.6,36,Flowering,4,3.43,1.67,0.94,4,Clear,36.92,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.16,4.18,3.01,36.35,৳
2026-05-05 08:00:00,Rajshahi,Pre-Monsoon,8,33.09,63,0,380,3,1009.6,35,Flowering,4,3.6,1.67,0.88,8,Clear,38.13,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.6,4.18,2.82,37.6,৳
2026-05-05 09:00:00,Rajshahi,Pre-Monsoon,9,34.3,62,0,537,3,1009.6,33,Flowering,4,4.04,1.67,0.82,11,Sunny,39.26,Water ON,Safe to Go Outside,Go to Field for Irrigation,34.34,4.18,2.62,41.14,৳
2026-05-05 10:00:00,Rajshahi,Pre-Monsoon,10,35.33,61,0,658,3,1009.6,32,Flowering,5,5.53,1.95,0.88,13,Sunny,40.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,47.0,4.88,2.82,54.7,৳
2026-05-05 11:00:00,Rajshahi,Pre-Monsoon,11,36.13,61,0,734,4,1009.6,31,Flowering,5,5.79,1.95,0.94,15,Sunny,41.01,Water ON,Go Outside With Caution,Go to Field for Irrigation,49.22,4.88,3.01,57.11,৳
2026-05-05 12:00:00,Rajshahi,Pre-Monsoon,12,36.63,60,0,760,4,1009.6,30,Flowering,5,5.93,1.95,0.99,15,Sunny,41.43,Water ON,Go Outside With Caution,Go to Field for Irrigation,50.4,4.88,3.17,58.45,৳
2026-05-05 13:00:00,Rajshahi,Pre-Monsoon,13,36.8,60,0,734,5,1009.6,30,Flowering,5,5.94,1.95,1.03,15,Sunny,41.6,Water ON,Go Outside With Caution,Go to Field for Irrigation,50.49,4.88,3.3,58.67,৳
2026-05-05 14:00:00,Rajshahi,Pre-Monsoon,14,36.63,60,0,658,5,1009.6,30,Flowering,5,5.83,1.95,1.05,13,Sunny,41.43,Water ON,Go Outside With Caution,Go to Field for Irrigation,49.56,4.88,3.36,57.8,৳
2026-05-05 15:00:00,Rajshahi,Pre-Monsoon,15,36.13,61,0,537,5,1009.6,31,Flowering,5,5.59,1.95,1.06,11,Sunny,41.01,Water ON,Go Outside With Caution,Go to Field for Irrigation,47.52,4.88,3.39,55.79,৳
2026-05-05 16:00:00,Rajshahi,Pre-Monsoon,16,35.33,61,0,380,5,1009.6,32,Flowering,5,5.24,1.95,1.05,8,Clear,40.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,44.54,4.88,3.36,52.78,৳
2026-05-05 17:00:00,Rajshahi,Pre-Monsoon,17,34.3,62,0,197,5,1009.6,33,Flowering,4,3.7,1.67,1.03,4,Clear,39.26,Water ON,Safe to Go Outside,Go to Field for Irrigation,31.45,4.18,3.3,38.93,৳
2026-05-05 18:00:00,Rajshahi,Pre-Monsoon,18,33.09,63,0,0,4,1009.6,35,Flowering,4,3.22,1.67,0.99,1,Clear,38.13,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.37,4.18,3.17,34.72,৳
2026-05-05 19:00:00,Rajshahi,Pre-Monsoon,19,31.8,64,0,0,4,1009.6,36,Flowering,4,3.08,1.67,0.94,1,Clear,36.92,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.18,4.18,3.01,33.37,৳
2026-05-05 20:00:00,Rajshahi,Pre-Monsoon,20,30.51,65,0,0,3,1009.6,36,Flowering,4,2.92,1.67,0.88,0,Clear,35.71,Water ON,Safe to Go Outside,Go to Field for Irrigation,24.82,4.18,2.82,31.82,৳
2026-05-05 21:00:00,Rajshahi,Pre-Monsoon,21,29.3,65,0,0,3,1009.6,36,Flowering,4,3.08,1.67,0.82,0,Clear,34.5,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.18,4.18,2.62,32.98,৳
2026-05-05 22:00:00,Rajshahi,Pre-Monsoon,22,28.26,66,0,0,3,1009.6,36,Flowering,4,3.22,1.67,0.88,0,Clear,33.54,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.37,4.18,2.82,34.37,৳
2026-05-05 23:00:00,Rajshahi,Pre-Monsoon,23,27.47,67,0,0,4,1009.6,36,Flowering,4,3.34,1.67,0.94,1,Clear,32.83,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.39,4.18,3.01,35.58,৳
2026-05-06 00:00:00,Khulna,Pre-Monsoon,0,25.97,76,5,0,5,1004.94,45,Flowering,2,3.06,1.11,0.99,1,Light Rain,32.05,Water OFF,Go Outside With Caution,Routine Check Optional,26.01,2.78,3.17,31.96,৳
2026-05-06 01:00:00,Khulna,Pre-Monsoon,1,25.8,79,7,0,6,1003.14,49,Flowering,1,3.0,0.83,1.03,1,Light Rain,32.12,Water OFF,Go Outside With Caution,Routine Check Optional,25.5,2.07,3.3,30.87,৳
2026-05-06 02:00:00,Khulna,Pre-Monsoon,2,25.97,68,0,0,5,1009.44,36,Flowering,4,3.38,1.67,1.05,1,Clear,31.41,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.36,36.27,৳
2026-05-06 03:00:00,Khulna,Pre-Monsoon,3,26.47,67,0,0,5,1009.44,36,Flowering,4,3.36,1.67,1.06,1,Clear,31.83,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.56,4.18,3.39,36.13,৳
2026-05-06 04:00:00,Khulna,Pre-Monsoon,4,27.26,67,0,0,5,1009.44,36,Flowering,4,3.3,1.67,1.05,1,Clear,32.62,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.05,4.18,3.36,35.59,৳
2026-05-06 05:00:00,Khulna,Pre-Monsoon,5,28.3,66,0,0,5,1009.44,36,Flowering,4,3.2,1.67,1.03,1,Clear,33.58,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.2,4.18,3.3,34.68,৳
2026-05-06 06:00:00,Khulna,Pre-Monsoon,6,29.51,65,0,0,4,1009.44,36,Flowering,4,3.08,1.67,0.99,1,Clear,34.71,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.18,4.18,3.17,33.53,৳
2026-05-06 07:00:00,Khulna,Pre-Monsoon,7,30.8,64,0,197,4,1009.44,36,Flowering,4,3.29,1.67,0.94,4,Clear,35.92,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.96,4.18,3.01,35.15,৳
2026-05-06 08:00:00,Khulna,Pre-Monsoon,8,32.09,64,0,380,3,1009.44,36,Flowering,4,3.46,1.67,0.88,8,Clear,37.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.41,4.18,2.82,36.41,৳
2026-05-06 09:00:00,Khulna,Pre-Monsoon,9,33.3,63,0,537,3,1009.44,34,Flowering,4,3.9,1.67,0.82,11,Sunny,38.34,Water ON,Safe to Go Outside,Go to Field for Irrigation,33.15,4.18,2.62,39.95,৳
2026-05-06 10:00:00,Khulna,Pre-Monsoon,10,34.34,62,0,658,3,1009.44,33,Flowering,4,4.26,1.67,0.88,13,Sunny,39.3,Water ON,Safe to Go Outside,Go to Field for Irrigation,36.21,4.18,2.82,43.21,৳
2026-05-06 11:00:00,Khulna,Pre-Monsoon,11,35.13,61,0,734,4,1009.44,32,Flowering,4,5.53,1.67,0.94,15,Sunny,40.01,Water ON,Safe to Go Outside,Go to Field for Irrigation,47.0,4.18,3.01,54.19,৳
2026-05-06 12:00:00,Khulna,Pre-Monsoon,12,35.63,61,0,760,4,1009.44,32,Flowering,5,5.79,1.95,0.99,15,Sunny,40.51,Water ON,Safe to Go Outside,Go to Field for Irrigation,49.22,4.88,3.17,57.27,৳
2026-05-06 13:00:00,Khulna,Pre-Monsoon,13,35.8,61,0,734,5,1009.44,31,Flowering,5,5.8,1.95,1.03,15,Sunny,40.68,Water ON,Safe to Go Outside,Go to Field for Irrigation,49.3,4.88,3.3,57.48,৳
2026-05-06 14:00:00,Khulna,Pre-Monsoon,14,35.63,61,0,658,5,1009.44,32,Flowering,5,5.68,1.95,1.05,13,Sunny,40.51,Water ON,Safe to Go Outside,Go to Field for Irrigation,48.28,4.88,3.36,56.52,৳
2026-05-06 15:00:00,Khulna,Pre-Monsoon,15,35.13,61,0,537,5,1009.44,32,Flowering,4,5.33,1.67,1.06,11,Sunny,40.01,Water ON,Safe to Go Outside,Go to Field for Irrigation,45.3,4.18,3.39,52.87,৳
2026-05-06 16:00:00,Khulna,Pre-Monsoon,16,34.34,62,0,380,5,1009.44,33,Flowering,4,3.98,1.67,1.05,8,Clear,39.3,Water ON,Safe to Go Outside,Go to Field for Irrigation,33.83,4.18,3.36,41.37,৳
2026-05-06 17:00:00,Khulna,Pre-Monsoon,17,33.3,63,0,197,5,1009.44,34,Flowering,4,3.56,1.67,1.03,4,Clear,38.34,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.26,4.18,3.3,37.74,৳
2026-05-06 18:00:00,Khulna,Pre-Monsoon,18,32.09,64,0,0,4,1009.44,36,Flowering,4,3.08,1.67,0.99,1,Clear,37.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.18,4.18,3.17,33.53,৳
